code,name,categorie,serial,Commissioning,model,port,aggregat
44VA2551,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2017,,,
44VA2552,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2553,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2554,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2555,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2556,Клапан,Запорная арматура,,,,,
44VA2557,Клапан,Запорная арматура,,,,,
44VA2572,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2017,,,
44VA2573,Клапан  GEA-REC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2574,Клапан  GEA-REC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2577,Клапан,Запорная арматура,,,,,
44VA2578,Клапан,Запорная арматура,,,,,
44VA2611,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2621,Клапан  GEA-REC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2622,Клапан,Запорная арматура,,,,,
44VA2631,Клапан  GEA-REC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2651,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2652,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2653,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2655,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2656,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2017,,,
44VA2657,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2658,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2659,Клапан  GEA-SV04-ZF-DN40 пневмо. шибер,Запорная арматура,,2017,,,
44VA2662,Клапан,Запорная арматура,,,,,
44VA2663,Клапан,Запорная арматура,,,,,
44VA2664,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2665,Клапан,Запорная арматура,,,,,
44VA2666,Клапан,Запорная арматура,,,,,
44VA2671,Клапан  Burkert-2301-DN40 пневмо. регулирующий,Запорная арматура,,2017,,,
44VA2672,Клапан  GEA-SV04-GS-DN40 пневмо. шибер,Запорная арматура,,2017,,,
44VA2673,Клапан  GEA-SV04-ZF-DN40 пневмо. шибер,Запорная арматура,,2017,,,
44VA2674,Клапан  GEA-SV04-ZF-DN40 пневмо. шибер,Запорная арматура,,2017,,,
44VA2675,Клапан  GEA-SV04-ZF-DN40 пневмо. шибер,Запорная арматура,,2017,,,
44VA2676,Клапан,Запорная арматура,,,,,
44VA2721,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
44VA2722,Клапан  GEA-NL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2017,,,
44VA2751,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2017,,,
44VA2752,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2753,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2761,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2017,,,
44VA2762,Клапан,Запорная арматура,,,,,
44VA2763,Клапан,Запорная арматура,,,,,
44VA2764,Клапан,Запорная арматура,,,,,
44VA2765,Клапан,Запорная арматура,,,,,
44VA2821,Клапан,Запорная арматура,,,,,
44VA2822,Клапан,Запорная арматура,,,,,
44VA2851,Клапан,Запорная арматура,,,,,
44VA2853,Клапан,Запорная арматура,,,,,
44VA2854,Клапан,Запорная арматура,,,,,
44VA2872,Клапан,Запорная арматура,,,,,
44VA2873,Клапан,Запорная арматура,,,,,
44VA2874,Клапан,Запорная арматура,,,,,
44VA9965,Клапан,Запорная арматура,,,,,
44WT01,Пастеризатор  Alfa Laval-FRONT8-RH пластинчатый ,Пастеризаторы,,2017,,,
44WT02,Теплообменник  Alfa Laval-CB110-16L  ,Теплообменники,,2017,,,
44WT03,Теплообменник  Alfa Laval-CB110-16L  ,Теплообменники,,2017,,,
44WT04,Пастеризатор  Alfa Laval-CB110-16L  ,Пастеризаторы,,,,,
44WT05,Теплообменник  GEA-C 1000-3 трубчатый ,Теплообменники,,,,,
45AM20,Машина фасовочная Dosomat 12.5.2 (Цех 3.1),Машины фасовочные,,2015,,,
45H13,Гомогенизатор  (Цех 3.1),Гомогенизаторы,,2019,,,
45H13.2,Гомогенизатор  (Цех 3.1),Гомогенизаторы,,2019,,,
45KKT2.4,Контрольная критическая точка,ККТ,,,,,
45KKT2.5,Контрольная критическая точка (в проекте),ККТ,,,,,
45KS11,Плавильный котел KARL SHNELL    (Цех 3.1),Котлы плавильные,,2019,,,
45KS11.VENT,Вытяжная вентиляция котла,Котлы плавильные,,,,,
45PU01,Насос,Насосы,,2019,,,
45PU04,Насос Bornemann,Насосы,,2019,,,
45PU05,Насос,Насосы,,2019,,,
45PU06,Насос Bornemann,Насосы,,2019,,,
45PU10,Насос,Насосы,,2019,,,
45PU11,Насос,Насосы,,2019,,,
45PU16,Насос Bornemann,Насосы,,,,,
45PU20,Насос,Насосы,,2019,,,
45PU21,Насос,Насосы,,2019,,,
45TA10,Танк,Танки,,2019,,,
45TA12,Вукуумная емкость,Танки,,2019,,,
45TA14,Танк (смесительная емкость),Танки,,2019,,,
45TA15,Танк (буферная емкость),Танки,,2019,,,
45V01-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V02-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V03-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V04-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V05-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V06-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V07-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V10-20,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2015,,,
45V201-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45V202-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45V203-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45V204-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45V205-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45V208-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45V209-21,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2017,,,
45VA1021,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1022,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1023,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1024,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1051,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1052,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1053,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1055,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1056,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1057,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1058,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1059,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1060,Клапан пневматический плунжерный,Запорная арматура,,,,,
45VA1061,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1062,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1063,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1064,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1065,Клапан пневматический шиберный,Запорная арматура,,,,,
45VA1071,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1072,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1075,Клапан пневматический шиберный,Запорная арматура,,,,,
45VA1076,Клапан пневматический шиберный,Запорная арматура,,,,,
45VA1078,Клапан пневматический шиберный,Запорная арматура,,,,,
45VA1111,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2019,,,
45VA1112,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2019,,,
45VA1113,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1115,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1121,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1122,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1123,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1124,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1151,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1211,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1221,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1231,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1251,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1252,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1254,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1255,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1291,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1292,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1293,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1294,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1295,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1296,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1297,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1301,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1302,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1303,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1304,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1411,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1421,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1451A,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1451B,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1551A,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1551B,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1552,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1553,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1555,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1556,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA1601,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1602,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1603,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1604,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA1610,Клапан,Запорная арматура,,2019,,,
45VA1811,Клапан,Запорная арматура,,2019,,,
45VA1901,Клапан,Запорная арматура,,2019,,,
45VA1902,Клапан,Запорная арматура,,2019,,,
45VA1903,Клапан,Запорная арматура,,2019,,,
45VA1911,Клапан,Запорная арматура,,2019,,,
45VA1991,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA1992,Клапан пневматический регулируемый Burkert,Запорная арматура,,2019,,,
45VA2001,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA2002,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA2010,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA2011,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA2051,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA2052,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA2091,Клапан пневматический запорный,Запорная арматура,,2019,,,
45VA2101,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA2102,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA2110,Клапан пневматический шиберный,Запорная арматура,,2019,,,
45VA2111,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA2151,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA2152,Клапан пневматический плунжерный,Запорная арматура,,2019,,,
45VA2191,Клапан пневматический запорный,Запорная арматура,,2019,,,
45WT19,Теплообменник пластинчатый,Теплообменники,,2019,,,
46PU01,Насос  Fristam-FPE 722/150A центробежный ,Насосы,,2019,,,
46PU02,Насос (цех-3.2),Насосы,,2019,,,
46RW54,Мешалка  PRG-R132M-6D  ,Мешалки,,2017,,,
46RW55,Мешалка  PRG-R132M-6D  ,Мешалки,,2017,,,
46TA54,Танк  HBB-2x85000L  ,Танки,,2017,,,
46TA55,Танк  HBB-2x85000L  ,Танки,,2017,,,
46VA2151,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2019,,,
46VA2152,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA3151,Клапан  GEA-WK/ECO-DN40/DN40 пневмо. плунжер,Запорная арматура,,2019,,,
46VA3152,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2019,,,
46VA3171,Клапан пневматический RCC-DN40 GEA  Плунжерный  (цех-3.2),Запорная арматура,,2019,,,
46VA5401A,Клапан пневматический   Плунжерный  (цех-3.2),Запорная арматура,,2019,,,
46VA5401B,Клапан пневматический Burkert  Запорный  (цех-3.2),Запорная арматура,,2019,,,
46VA5411,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5421,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5431,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5451,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5452,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5454,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5455,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2019,,,
46VA5471,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5501A,Клапан пневматический   Плунжерный  (цех-3.2),Запорная арматура,,2019,,,
46VA5501B,Клапан пневматический Burkert  Запорный  (цех-3.2),Запорная арматура,,2019,,,
46VA5511,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5521.1,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5521.2,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5531,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5551,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5552,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5554,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
46VA5555,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2019,,,
46VA5571,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47H13,Гомогенизатор Tetra Pak Homogenizer 25 250bar,Гомогенизаторы,,2019,,,
47PU01,Насос  Fristam-FPE 3522/145A центробежный ,Насосы,,2019,,,
47RW56,Мешалка  PRG-R132M-6D  ,Мешалки,,2017,,,
47RW57,Мешалка  PRG-R132M-6D  ,Мешалки,,2017,,,
47TA56,Танк  HBB-2x85000L  ,Танки,,2017,,,
47TA57,Танк  HBB-2x85000L  ,Танки,,2017,,,
47VA0191,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2019,,,
47VA0192,Клапан  Burkert-2301-DN65 пневмо. регулирующий,Запорная арматура,,2019,,,
47VA2151,Клапан пневматический   Шиберный  (цех-3.2),Запорная арматура,,2019,,,
47VA2152,Клапан  GEA-WK/ECO-DN40/DN40 пневмо. плунжер,Запорная арматура,,2019,,,
47VA3151,Клапан  GEA-WK/ECO-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
47VA3152,Клапан пневматический   Шиберный  (цех-3.2),Запорная арматура,,2019,,,
47VA3171,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5601A,Клапан пневматический   Плунжерный  (цех-3.2),Запорная арматура,,2019,,,
47VA5601B,Клапан пневматический Burkert  Запорный  (цех-3.2),Запорная арматура,,2019,,,
47VA5621,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5631,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5651,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5652,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5701A,Клапан пневматический   Плунжерный  (цех-3.2),Запорная арматура,,2019,,,
47VA5701B,Клапан пневматический Burkert  Запорный  (цех-3.2),Запорная арматура,,2019,,,
47VA5721,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5731,Клапан  GEA-RCC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5751,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47VA5752,Клапан  GEA-RCC-DN50/DN50 пневмо. плунжер,Запорная арматура,,2019,,,
47WT01,Пастеризатор  Alfa Laval-FRONT8-RH пластинчатый ,Пастеризаторы,,2017,,,
48AM01,Установка постобработки (запайка ведер Feta 10 кг),Машины фасовочные,,2019,,,
48AM02,Установка постобработки (запайка ванн Feta 200 - 400г),Машины фасовочные,,,,,
48CTL10,Коагуляционный тоннель 10 кг,Ультрафильтрация. коагуляция,,2019,,,
48CTL200,Коагуляционный тоннель (ванночки Feta 200гр. 400гр.),Ультрафильтрация. коагуляция,,2019,,,
48FST0H01H0001,Система фильтров WILA Heat EXCHNGER,Ультрафильтрация. коагуляция,,2019,,,
48FST0H02H0001,Система фильтров WILA Heat EXCHNGER,Ультрафильтрация. коагуляция,,2019,,,
48FST0H03H0001,Система фильтров WILA Heat EXCHNGER,Ультрафильтрация. коагуляция,,2019,,,
48KKT3.1,Контрольная критическая точка,ККТ,,,,,
48KKT3.2,Контрольная критическая точка,ККТ,,,,,
48KKT4,Контрольная критическая точка,ККТ,,,,,
48PU01,Насос  Fristam-FPE 3522/145A центробежный ,Насосы,,2019,,,
48PU02,Насос  Fristam-FPE 722/150A центробежный ,Насосы,,2019,,,
48PU0E60G0001,Насос  Grundfos-CRN15-2-E-CX-GI  ,Насосы,,2019,,,
48PU0E60G0002,Насос  Grundfos-CRN15-2-E-CX  ,Насосы,,2019,,,
48PU0E70G0001,Насос  Grundfos-CRN15-2-E-CX  ,Насосы,,2019,,,
48PU0H01G0001,Насос  Alfa Laval-LKH-25 15kW  ,Насосы,,2019,,,
48PU0H02G0001,Насос  Alfa Laval-LKH-25 11kW  ,Насосы,,2019,,,
48PU0H03G0001,Насос  Alfa Laval-LKH-25 11kW  ,Насосы,,2019,,,
48PU0L1G1,Насос  Alfa Laval-OPTILOBE-33  ,Насосы,,2019,,,
48PU0L1G1.1,Насос  Alfa Laval-LKH-10 3kW  ,Насосы,,2019,,,
48PU0L2G1,Насос  Tuthill-DGS.38PPPT2NM00000  ,Насосы,,2019,,,
48PU0LA1G1,Насос  Tuthill-DGS.38PPPT2NM00000  ,Насосы,,2019,,,
48PU0LA1G1_,Насос  Tuthill-DGS.38PPPT2NM00000  ,Насосы,,2019,,,
48PU0LA2G1,Насос  Tuthill-DGS.38PPPT2NM00000  ,Насосы,,2019,,,
48PU0LC1G14,Насос  -HUSKY-205  ,Насосы,,2019,,,
48PU0LC1G15,Насос  -HUSKY-205  ,Насосы,,2019,,,
48PU0LM1G1,Насос  SPX-WI+22/20 142 SLD  ,Насосы,,2019,,,
48PU0LM1G1_,Насос  -SPX WI 22/20 142 SID  ,Насосы,,2019,,,
48PU0LW1G1,Насос  Grundfos-CRN10-03-A-FGJ  ,Насосы,,2019,,,
48PU0Q20G0001,Насос  Alfa Laval-LKH-45 11kW  ,Насосы,,2019,,,
48PU0Q21G0001,Насос  Alfa Laval-LKH-45 4kW  ,Насосы,,2019,,,
48PU0Q32G0001,Насос  Grundfos-DMX 280-8 B-PP  ,Насосы,,2019,,,
48PU0Q50G0001,Насос  Alfa Laval-LKH-45 4kW  ,Насосы,,2019,,,
48PU0Q62G0001,Насос  Grundfos-DMX 2808 B-PP  ,Насосы,,2019,,,
48ROT200,Установка соляной стерилизации,,,2019,,,
48RW0C1M1,Мешалка  STELZER -SHK-04GG  ,Мешалки,,2019,,,
48SV01,Насос Becker SV130/1 1.8kW s.n.: 3297965 (цех-3.1),Насосы,,2019,,,
48TA0C1,Емкость продуктовая,Танки,,2019,,,
48TA0C-1,Емкость с ферментом,Танки,,2019,,,
48TA0C2,Смешивающая емкость,Танки,,2019,,,
48TA0C-2,Емкость с продуктом,Танки,,2019,,,
48TA0C3,Емкость фермента,Танки,,2019,,,
48TA0C-3,Емкость с антислимом,Танки,,2019,,,
48TA0C4,Емкость антистика,Танки,,2019,,,
48TA0C-5,Смешивающая емкость,Танки,,2019,,,
48TA0LW1C2,Буферная емкость (вода) Water buffer 200L,Танки,,2019,,,
48TA20,Буферная ёмкость (двойная) Tetra Pak UF Plant ser.no.: 75845810271,Танки,,2019,,,
48TA58,Танк  ELBER-16000L  ,Танки,,2017,,,
48TA59,Танк  ELBER-16000L  ,Танки,,2017,,,
48UF01,Установка ультрафильтрации Primodan,Ультрафильтрация. коагуляция,,,,,
48VA054QC001,Клапан регулирумый Burkert 2050 A Flansch F05,Запорная арматура,,2019,,,
48VA0C1V4,Клапан шиберный Alfa laval Valve type LKLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0CR2V1,Клапан шиберный Alfa laval Valve type LKLA-T NС,Запорная арматура,,2019,,,
48VA0E54Q0002,Клапан плунжерный Definox DCX3&4 DN25/Dn40,Запорная арматура,,2019,,,
48VA0E60Q0001,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2019,,,
48VA0E60Q0002,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2019,,,
48VA0E61Q0006,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2019,,,
48VA0E61Q0008,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2019,,,
48VA0E61QC006,Клапан регулирующий Burkert 2300 A 25M PTFE VA Pilot 5.5-7bar,Запорная арматура,,2019,,,
48VA0E61QC008,Клапан регулирующий Burkert 2300 A 25M PTFE VA Pilot 5.5-7bar,Запорная арматура,,2019,,,
48VA0E70Q0001,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2019,,,
48VA0E70QC006,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2019,,,
48VA0H01Q0001,Клапан шиберный Alfa Laval LKLA-T NO DN65 + ThinkTop Basic,Запорная арматура,,2019,,,
48VA0H01Q0002,Клапан шиберный Alfa Laval LKLA-T NO DN65 + ThinkTop Basic,Запорная арматура,,2019,,,
48VA0H01Q0006,Клапан запорный Burkert 2100 A 50N PTFE VA Pilot 5-10bar PN25,Запорная арматура,,2019,,,
48VA0H02Q0001,Клапан шиберный Alfa Laval LKLA-T NO DN65 + ThinkTop Basic,Запорная арматура,,2019,,,
48VA0H02Q0002,Клапан шиберный Alfa Laval LKLA-T NO DN65 + ThinkTop Basic,Запорная арматура,,2019,,,
48VA0H02Q0006,Клапан запорный Burkert 2100 A 50N PTFE VA Pilot 5-10bar PN25 DN50,Запорная арматура,,2019,,,
48VA0H03Q0006,Клапан запорный Burkert 2100 A 50M5 PTFE VA Pilot 2.7-7bar PN25 DN50,Запорная арматура,,2019,,,
48VA0L1V1.1,Клапан шиберный Alfa Laval LKLA-T NC +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L1V1.2,Клапан  GEA-SV04-GS-DN40 пневмо. шибер,Запорная арматура,,2019,,,
48VA0L1V1.3,Клапан шиберный Alfa laval Valve type LKLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0L1V2,Клапан шиберный Alfa laval Valve type KLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0L1V2.1,Клапан шиберный Alfa Laval LKLA-T NC +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L1V3.1,Клапан плунжерный Alfa Laval Unique SSV +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L1V3.2,Клапан шиберный Alfa laval Valve type KLA-T NC. DN50,Запорная арматура,,2019,,,
48VA0L1V3.3,Клапан шиберный Alfa laval Valve type LKLA-T NC,Запорная арматура,,2019,,,
48VA0L1V4,Клапан шиберный Alfa laval Valve type LKLA-T NC,Запорная арматура,,2019,,,
48VA0L1V4.1,Клапан плунжерный Alfa Laval SMP-BC DN40 +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L1V5,Клапан шиберный Alfa laval Valve type LKLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0L1V5.1,Клапан шиберный Alfa Laval LKLA-T NC DN40 +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L1V6,Клапан плунжерный Alfa Laval SMP-BC DN40 +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L1V7,Клапан шиберный Alfa Laval LKLA-T NC DN40 +ThinkTop D30,Запорная арматура,,2019,,,
48VA0L2BF1,Клапан Электромагнитный Burkert 6013,Запорная арматура,,2019,,,
48VA0L2V1,Клапан шиберный Alfa laval Valve type LKLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0L3G1,Клапан шиберный Alfa laval Valve type LKLA-T NС,Запорная арматура,,2019,,,
48VA0L3G2,Клапан шиберный Alfa laval Valve type LKLA-T NС,Запорная арматура,,2019,,,
48VA0LC1V1.1,Клапан шиберный Alfa Laval LKLA-T NC DN40 +ThinkTop D30,Запорная арматура,,2019,,,
48VA0LC1V1.2,Клапан шиберный Alfa laval Valve type KLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0LC1V1.3,Клапан шиберный Alfa laval Valve type LKLA-T NC,Запорная арматура,,2019,,,
48VA0LC1V10,Клапан шиберный Alfa laval Valve type LKLA-T NС,Запорная арматура,,2019,,,
48VA0LC1V11,Клапан шиберный Alfa laval Valve type LKLA-T NС,Запорная арматура,,2019,,,
48VA0LC1V12,Клапан шиберный Alfa laval Valve type LKLA-T NC. DN40,Запорная арматура,,2019,,,
48VA0LC1V13,Клапан шиберный Alfa laval Valve type LKLA-T NC. DN25,Запорная арматура,,2019,,,
48VA0LC1V2,Клапан шиберный Alfa laval Valve type LKLA-T NC,Запорная арматура,,2019,,,
